dataset,probe_row,future_step,target,mean_pairwise_scope_disagreement,split,scope_1_forecast,scope_48_forecast,scope_144_forecast,scope_360_forecast,scope_720_forecast
ETTh1,107,638,1.3911064863,0.336374620191,validation,0.0268970728,-0.5602117181,0.4727934599,0.4561041594,0.4185625315
ETTh1,107,639,1.4297019243,0.336374620191,validation,0.3692963123,0.4634029865,0.3141074181,0.2691166401,-0.0841480494
ETTh1,107,640,1.1399646997,0.336374620191,validation,-0.4727769494,-0.0040426850,-0.8289061785,0.0036119223,0.0440753102
ETTh1,107,641,0.4896413386,0.336374620191,validation,-0.3876246810,-0.4362735152,-0.0106683969,0.0685070157,-0.4106758833
ETTh1,107,642,-0.4890145957,0.336374620191,validation,-0.8368296623,-1.1389625072,-1.2084674835,-0.1655807495,0.0234876275
ETTh1,107,643,-1.5707727671,0.336374620191,validation,-0.8563265204,-1.1934006214,-1.5780637264,-0.9967219234,-0.8121706247
ETTh1,107,644,-2.0859215260,0.336374620191,validation,-1.2312439680,-1.0295705795,-1.7989799976,-1.1127498150,-1.3464491367
ETTh1,107,645,-2.5365633965,0.336374620191,validation,-1.5503364801,-1.6506385803,-1.8470989466,-1.8899612427,-1.5193295479
ETTh1,107,646,-2.4657146931,0.336374620191,validation,-2.4838829041,-2.6301226616,-2.2816476822,-2.0776419640,-1.3673822880
ETTh1,107,647,-2.5173563957,0.336374620191,validation,-2.0232419968,-2.1121072769,-1.9108340740,-1.2405424118,-1.1790728569
ETTh1,107,648,-2.2854216099,0.336374620191,validation,-1.9085934162,-1.9587842226,-1.6871109009,-1.1915481091,-2.1788496971
ETTh1,107,649,-1.7961844206,0.336374620191,validation,-1.7201142311,-1.9007459879,-1.8586897850,-1.5512843132,-0.8221521974
ETTh1,107,650,-1.3453612328,0.336374620191,validation,-0.7080988288,-1.2885117531,-1.5600869656,-1.1146271229,-0.8492901325
ETTh1,107,651,-0.4246889353,0.336374620191,validation,-1.1101351976,-0.8250228167,-1.2619347572,-0.9142477512,-0.4945084453
ETTh1,107,652,0.1033250242,0.336374620191,validation,-0.4659235477,-1.1324067116,-0.9168528914,0.0520744324,0.3687072396
ETTh1,107,653,0.9016878605,0.336374620191,validation,-0.3730382919,0.5493625402,-0.3587861657,-0.8782658577,-1.2358978987
ETTh1,107,654,1.4233599901,0.336374620191,validation,-0.5018712282,-0.2181178331,0.2763862014,0.2601750493,-0.7295794487
ETTh1,107,655,1.8288834095,0.336374620191,validation,0.2038003802,0.0828422308,0.2660200000,-0.2361789644,-0.6638095975
ETTh1,107,656,1.7130972147,0.336374620191,validation,0.2872863412,0.4671907425,-0.0573410988,0.0729427934,-0.2318806350
ETTh1,107,657,1.8482714891,0.336374620191,validation,-0.1381407380,-0.4469559193,0.1487348676,-0.2507103682,0.3973139524
ETTh1,107,658,2.1188018322,0.336374620191,validation,0.7578259706,0.2462094426,0.0214598775,-0.2166023850,0.3956222534
ETTh1,107,659,1.7645576000,0.336374620191,validation,0.4258120060,0.4744908810,0.1317666173,0.2053936124,0.2406111360
ETTh1,107,660,1.7065739632,0.336374620191,validation,-0.3045674264,0.1916862726,0.5221377611,-0.0563105941,1.4078063965
ETTh1,107,661,1.3525110483,0.336374620191,validation,0.5390052795,-0.2665853500,-0.1748757064,0.6934751272,0.4841949940
ETTh1,107,662,1.5134158134,0.336374620191,validation,-0.6347278953,0.4776664972,-0.1081748605,-0.5370391607,0.6737983227
ETTh1,107,663,1.1656948328,0.336374620191,validation,-0.0176658034,0.5783594847,-0.1000459194,-0.3314968050,0.3074930906
ETTh1,107,664,1.0241785049,0.336374620191,validation,-0.2857833207,-0.0238936543,0.0992251635,-0.5837032795,0.2209288478
ETTh1,107,665,0.5670132637,0.336374620191,validation,-0.6899778843,-0.2338292897,-0.8068006039,-0.7749997973,-0.2687650621
ETTh1,107,666,-0.4890145957,0.336374620191,validation,-1.0219683647,-0.6378799081,-0.7540244460,-1.1961790323,-0.8604976535
ETTh1,107,667,-1.7510658503,0.336374620191,validation,-0.3936747909,-0.6586544514,-1.1358288527,-1.5698337555,-0.2843881845
ETTh1,107,668,-2.0408029556,0.336374620191,validation,-1.7051018476,-0.8082175851,-1.2996034622,-1.5966356993,-1.7939134836
ETTh1,107,669,-2.5365633965,0.336374620191,validation,-2.3422958851,-2.1255211830,-2.5138845444,-0.7112010717,-0.3298295140
ETTh1,107,670,-2.5882053375,0.336374620191,validation,-2.2310910225,-2.1487677097,-1.3045036793,-1.3741748333,-1.3396366835
ETTh1,107,671,-2.2982869148,0.336374620191,validation,-1.8838845491,-1.9608237743,-1.9754217863,-1.0093342066,-2.3009006977
ETTh1,107,672,-1.9184936285,0.336374620191,validation,-2.5318660736,-2.0435333252,-1.9510803223,-1.4446067810,-0.6956654787
ETTh1,107,673,-1.4419403076,0.336374620191,validation,-2.0532546043,-2.4753787518,-2.2430219650,-0.5759133101,-1.3981096745
ETTh1,107,674,-1.0492819548,0.336374620191,validation,-1.7577325106,-1.4563102722,-1.2534539700,-0.6023969650,-1.1171267033
ETTh1,107,675,0.0132690733,0.336374620191,validation,-1.2470694780,-1.0379713774,-0.9279022217,-0.4894145429,-0.6216250062
ETTh1,107,676,0.4059274197,0.336374620191,validation,-0.9810046554,-0.7183975577,-0.2392527759,-1.0712127686,-0.5127816796
ETTh1,107,677,0.8116319776,0.336374620191,validation,-0.5096951723,-0.4142155051,0.1816942692,-0.1796342134,-0.4741443098
ETTh1,107,678,1.5842646360,0.336374620191,validation,-0.7775330544,-0.8141201138,-0.0264375806,-0.9188710451,0.3999781013
ETTh1,107,679,1.5971297026,0.336374620191,validation,0.1484515667,0.2517828941,-0.1035518050,-0.3377073109,0.0176514387
ETTh1,107,680,1.4748203754,0.336374620191,validation,0.5389722586,0.0683904290,0.6433737278,-0.0480882525,-0.1368836462
ETTh1,107,681,1.2365437746,0.336374620191,validation,0.6461544037,0.1071243286,0.6000453234,0.0267583728,-0.0472636223
ETTh1,107,682,1.2108134031,0.336374620191,validation,-0.2961972356,0.4695800543,0.4876704216,0.7134562731,0.4434424639
ETTh1,107,683,1.3717180490,0.336374620191,validation,-0.2032938004,0.2379453778,0.5834224224,-0.4565139413,1.0749998093
ETTh1,107,684,1.1722179651,0.336374620191,validation,0.9614001513,-0.1450370550,0.2400768399,0.3081119061,0.5422062874
ETTh1,107,685,1.1593528986,0.336374620191,validation,0.1251637936,0.9409593344,0.0715262890,-0.5740487576,0.0877573490
ETTh1,107,686,0.8244971633,0.336374620191,validation,0.1937446594,0.4128907919,0.0649880171,-0.4877635539,0.4146416187
ETTh1,107,687,1.1336227655,0.336374620191,validation,0.0731365681,-0.2327489853,-0.6026979089,-0.7116613984,-0.5531963110
ETTh1,107,688,0.5927435160,0.336374620191,validation,0.8008096218,-0.2038321197,0.5152369738,0.4781038761,-0.3710831404
ETTh1,107,689,0.2321575284,0.336374620191,validation,0.1210174561,-0.4658493996,-1.0286324024,-1.1919331551,-0.2842724025
ETTh1,107,690,-0.7015610337,0.336374620191,validation,-0.7437448502,-0.6286780238,-1.6797081232,-0.9590213895,-0.6664702892
ETTh1,107,691,-1.5127891302,0.336374620191,validation,-0.7565735579,-1.3691096306,-1.3317912817,-0.9028568268,-0.7773323059
ETTh1,107,692,-1.8670331240,0.336374620191,validation,-1.3675470352,-1.2938516140,-1.1025784016,-1.1475512981,-1.3541507721
ETTh1,107,693,-2.2339611053,0.336374620191,validation,-1.6969434023,-1.6343235970,-2.5376801491,-0.7760650516,-1.2072362900
ETTh1,107,694,-2.3305401802,0.336374620191,validation,-1.8445961475,-1.6115828753,-2.3745837212,-1.0576364994,-2.0353524685
ETTh1,107,695,-2.2982869148,0.336374620191,validation,-2.2686469555,-2.2265927792,-2.3406176567,-1.3294208050,-0.9041209221
ETTh1,107,696,-1.9893425703,0.336374620191,validation,-2.5940005779,-1.1468186378,-1.1766393185,-0.6202920079,-0.8373460174
ETTh1,107,697,-1.6738749743,0.336374620191,validation,-1.5200600624,-1.7580960989,-1.0370744467,-0.6399444342,-1.2508411407
ETTh1,107,698,-1.1907984018,0.336374620191,validation,-0.9997472763,-1.2297449112,-1.2921750546,-0.7006235719,-0.7946122885
ETTh1,107,699,-0.3473169506,0.336374620191,validation,-0.7085816860,-1.3725857735,-0.4719019234,-1.0726870298,-0.5616680384
ETTh1,107,700,0.3030062914,0.336374620191,validation,-1.9068814516,-0.4853346050,0.1910554171,-0.5631462336,-0.5945856571
ETTh1,107,701,0.8502274156,0.336374620191,validation,-0.5221461058,-0.3954379559,-0.7178537250,-0.2447220087,0.1330152750
ETTh1,107,702,1.5199390650,0.336374620191,validation,0.2435079813,-0.0822493434,0.0364262462,-0.5494397879,0.1313044429
ETTh1,107,703,1.8288834095,0.336374620191,validation,0.2306123972,0.0198066831,-0.3733952045,0.2310776711,-0.6042682528
ETTh1,107,704,1.6873668432,0.336374620191,validation,-0.8007408381,-0.2440235317,0.5473651886,-0.0838471651,0.7674133778
ETTh1,107,705,1.6551133394,0.336374620191,validation,0.6925565004,0.6035939455,-0.5844153762,-0.5140712261,1.1998702288
ETTh1,107,706,1.8997321129,0.336374620191,validation,0.4582750797,-0.1082402468,-0.0443071723,0.0463860631,0.9653079510
ETTh1,107,707,1.9319854975,0.336374620191,validation,0.4130065441,0.1467950940,0.0529835224,0.2847710848,0.5977736712
ETTh1,107,708,1.8419295549,0.336374620191,validation,0.4675672054,0.2970477343,-1.1279785633,-0.1219234765,0.3068875670
ETTh1,107,709,1.5842646360,0.336374620191,validation,0.8857122660,-0.3191833198,0.0640917420,-0.0054601431,0.3644981980
ETTh1,107,710,1.3525110483,0.336374620191,validation,-0.4753666520,0.5593030453,-0.2898529470,-0.3735569417,0.1064056158
ETTh1,107,711,1.0241785049,0.336374620191,validation,-0.9736602902,0.1364079118,0.2352604866,0.2049306035,-1.2984913588
ETTh1,107,712,0.8953459263,0.336374620191,validation,-0.1733506322,0.4012366533,-0.2426078022,-0.8830618858,0.1420669556
ETTh1,107,713,0.3158714473,0.336374620191,validation,0.5889600515,0.2377260327,-0.6674989462,-0.7827920914,-0.5785157084
ETTh1,107,714,-0.2507378757,0.336374620191,validation,-0.7080224752,-1.2026476860,-0.3888072371,-0.0221049190,-0.9259726405
ETTh1,107,715,-1.3710914850,0.336374620191,validation,-0.7251875997,-0.0973848104,-0.9523272514,-1.3791654110,-0.5719665885
ETTh1,107,716,-1.7767959833,0.336374620191,validation,-0.7483134866,-2.0056905746,-1.2600057125,-0.6054674387,-1.0317732096
ETTh1,107,717,-2.0408029556,0.336374620191,validation,-0.9639384151,-1.6067600250,-1.4038453102,-1.2617778778,-1.2990559340
ETTh1,107,718,-2.0730564594,0.336374620191,validation,-2.3326175213,-2.4186491966,-2.4978151321,-0.6965019703,-0.9139634371
ETTh1,107,719,-1.9313588142,0.336374620191,validation,-2.6188557148,-1.7930810452,-1.3443561792,-0.5665626526,-0.7527150512
ETTh1,107,720,-1.8282566071,0.336374620191,validation,-2.2824940681,-2.3852729797,-2.4164190292,-1.1716428995,-0.1439170837
